,suhu,kelembaban,jam,kadar_gas,status_kematangan
1064,27.80284770214063,96.1169743400946,53,0.61,terlalu matang
1065,29.31718740192936,94.79750656149513,54,0.76,terlalu matang
1066,28.623817508868328,92.79749099881757,53,0.6875270035473314,terlalu matang
1067,28.50243328243489,92.81648628648593,53,0.6589186439181239,terlalu matang
1068,28.856700010641767,92.65534000212836,57,1.0150680004256707,terlalu matang
1069,27.617638413598403,92.9899172375778,54,0.6664226598269839,terlalu matang
1070,29.234091299224076,92.90838775588568,59,1.258946830724835,terlalu matang
1071,28.96798735059039,94.08547194083292,59,1.062861660503431,terlalu matang
1072,29.791917583941753,91.67649285912428,50,0.470479395985438,terlalu matang
1073,27.237007308872844,93.75213504970016,51,0.545538322248195,terlalu matang
1074,27.959081333661803,95.30953944056354,51,0.5013792257746643,terlalu matang
1075,28.357062415888784,92.55563612341842,55,0.7738087641567895,terlalu matang
1076,26.785507100554227,94.26173904115564,55,0.9213043835377406,terlalu matang
1077,28.634293848260832,90.69486322651926,45,0.3021469241304172,terlalu matang
1078,27.462218366688372,94.36570366611603,57,0.9263371324856918,terlalu matang
1079,28.19779184301664,92.86662447095009,53,0.7535067974861347,terlalu matang
1080,28.481841649620726,92.1510345612456,53,0.56906824186114,terlalu matang
1081,27.783133678796545,93.01317749811707,55,0.6763111769136274,terlalu matang
1082,29.145713267806222,93.11714336609688,59,1.0797957002441907,terlalu matang
1083,27.05438369138882,96.5159432106882,57,0.9801929376894394,terlalu matang
1084,28.018260366699867,96.04508691364614,56,0.7783743239108784,terlalu matang
1085,28.99650312293175,92.82,57,0.8068670830575663,terlalu matang
1086,27.431962731115288,94.37639254622306,54,0.6331456346909929,terlalu matang
1087,29.091215375940216,92.79119790328087,60,1.281206639610548,terlalu matang
1088,27.018589960919897,94.10662342452024,57,0.9461642220301474,terlalu matang
1089,28.23256653837909,95.05925124257818,56,0.9467734220378778,terlalu matang
1090,28.653576245626365,91.80842994094452,48,0.3101744510061642,terlalu matang
1091,28.12458811233875,92.89080755416866,53,0.7519244583134257,terlalu matang
1092,29.477356521886826,92.17548043412722,51,0.467923913089632,terlalu matang
1093,27.57170395681784,96.25283992802972,56,0.7154733213382891,terlalu matang
1094,29.90379969943204,91.82193960926163,50,0.4984499248580094,terlalu matang
1095,29.944478926707852,92.41104214658432,54,0.5984374576543265,terlalu matang
1096,28.012995546071917,91.51966893459532,50,0.5468389212257504,terlalu matang
1097,29.12650327906731,91.96614892259215,52,0.5168482667787078,terlalu matang
1098,28.1023009323242,91.92562535873157,48,0.3282566355891932,terlalu matang
1099,28.930720022973297,94.62134734423864,52,0.5510105081789761,terlalu matang
1100,28.926733757939218,92.63215383264792,53,0.6294792883824543,terlalu matang
1101,27.812030064329775,94.56875924467182,51,0.6066165594503737,terlalu matang
1102,29.98274353535211,92.52998289249044,55,0.7965555500742435,terlalu matang
1103,27.473608109776276,93.11719139022983,51,0.5680778780508731,terlalu matang
1104,29.311936696067068,93.11222371290891,60,1.1062553648753974,terlalu matang
1105,28.392937319764503,94.91766951763206,51,0.4593931626034352,terlalu matang
1106,28.363856101413223,92.20231693934188,52,0.6076921675857292,terlalu matang
1107,29.994931971824,92.310136056352,54,0.6073409362042346,terlalu matang
1108,27.825221624137907,93.04011453438956,57,0.7994372542404394,terlalu matang
1109,28.78915199062117,95.00627115740112,55,0.8556778935027854,terlalu matang
1110,29.83490513889436,92.17506567307314,57,0.8449781089756215,terlalu matang
1111,29.66193090375562,91.62818890598004,49,0.4575898573017441,terlalu matang
1112,29.672315513349343,91.61348209998152,50,0.464494033327176,terlalu matang
1113,30.1248515234269,92.22779476207867,53,0.6152205237921318,terlalu matang
1114,27.174424660669,95.05923606562152,58,0.9188340031752352,terlalu matang
1115,28.917387846349,92.85032822166336,57,0.7975820554158395,terlalu matang
1116,29.60557194233912,93.29348779719749,59,1.002376104185361,terlalu matang
1117,30.08370004799105,92.2790338136676,53,0.6042446205528824,terlalu matang
1118,27.840880558340885,92.57030799563806,55,0.8252694961833065,terlalu matang
1119,28.988702590498477,91.42673127917276,47,0.4258719388547415,terlalu matang
1120,29.88027729596039,92.33321957088803,54,0.6598933477075425,terlalu matang
1121,27.779467217305235,95.19752169818948,49,0.5545106136841732,terlalu matang
1122,28.250227344051662,92.67504002723638,55,0.6983957722717609,terlalu matang
1123,27.205208310534495,96.4383295350083,58,0.9980589419772924,terlalu matang
1124,28.296702588746587,92.39488493756107,59,1.0318176511855155,terlalu matang
1125,27.58187433953597,91.4320962368295,46,0.4087165732238014,terlalu matang
1126,28.5367550817074,92.07924097096624,50,0.4065528584271159,terlalu matang
1127,28.807198851344474,91.28056808241818,46,0.4105386910868725,terlalu matang
1128,28.75761090076732,94.5726762379575,52,0.536478464595639,terlalu matang
1129,26.800181421401543,93.83500825048117,50,0.4263166579453852,terlalu matang
1130,28.714446222541827,95.12333374366352,58,1.0044431450655862,terlalu matang
1131,27.587917221836765,94.32706820442506,54,0.5654921718923799,terlalu matang
1132,28.50448673919014,92.50917878270424,54,0.6187331043788713,terlalu matang
1133,26.906229944464684,96.00710179563131,52,0.6131880248055624,terlalu matang
1134,29.27120620828233,92.84428018569416,59,1.3112451116705484,terlalu matang
1135,30.261066580105624,93.04897610716183,58,0.98224402679046,terlalu matang
1136,26.997947495408877,93.6147613165713,51,0.52,terlalu matang
1137,28.74338758892955,92.10643438452816,49,0.247756866742256,terlalu matang
1138,28.256525609428454,92.0599751075462,52,0.5933748207563371,terlalu matang
1139,27.58505224356761,95.73954571200204,52,0.7042657580309578,terlalu matang
1140,28.279759834178623,96.07244748900332,59,1.0235299357025205,terlalu matang
1141,29.728310746127185,91.59380396996534,50,0.4545776865317962,terlalu matang
1142,29.406271674892217,91.7140173468751,48,0.4228323715517487,terlalu matang
1143,28.570600470586527,93.20268557983242,58,0.9162190700279298,terlalu matang
1144,30.29422969116428,93.04849210978573,57,0.9706586792357136,terlalu matang
1145,28.060518903065564,95.21791841013432,51,0.4915626868001068,terlalu matang
1146,27.88855348691259,92.65298830635676,54,0.6212530676638027,terlalu matang
1147,29.716318275141106,92.62,54,0.5657290317470504,terlalu matang
1148,27.554589183825268,94.45662287154092,53,0.6340212958009134,terlalu matang
1149,29.286182118888807,92.89104428930588,60,1.2616374161108266,terlalu matang
1150,27.04461915650701,93.6917665904451,52,0.5309238313014024,terlalu matang
1151,27.555460442074914,94.45458643659596,53,0.6340527870629487,terlalu matang
1152,27.667537983680553,93.25572341142362,52,0.6555075967361108,terlalu matang
1153,29.05381427544169,93.19269762075972,56,0.7294730113074179,terlalu matang
1154,29.5280623827286,92.40464461270165,56,0.7715482042338798,terlalu matang
1155,27.62449021508794,94.34061105725084,53,0.5763268100586255,terlalu matang
1156,27.996634959506057,96.13968378431711,53,0.61,terlalu matang
1157,28.694658705644247,92.71209766501184,57,0.8844145431146359,terlalu matang
1158,28.845484141105583,92.863144823618,60,1.1824496558668462,terlalu matang
1159,29.58560361042305,92.62,54,0.5506465704334289,terlalu matang
1160,29.68024650839573,93.10928252392122,57,0.9037892236866631,terlalu matang
1161,27.74692715601544,96.07538543120307,54,0.8130749651125913,terlalu matang
1162,28.98680792982218,95.02,55,0.8386564429805219,terlalu matang
1163,28.500389138496768,94.82061626200291,51,0.4489945995003127,terlalu matang
1164,29.636367792407448,92.45339183015156,55,0.7466081698484537,terlalu matang
1165,28.5904813248765,94.67260608409669,53,0.6257789758045164,terlalu matang
1166,27.509614557069852,92.94904334591833,54,0.6635030961370231,terlalu matang
1167,28.1554441614969,92.71333206418296,55,0.6815173436839881,terlalu matang
1168,28.429229262027643,92.68174633348973,53,0.6545804880896526,terlalu matang
1169,28.947898250111816,92.71329070358776,58,1.0134607546524073,terlalu matang
1170,28.942379167409428,93.04092610222028,56,0.9103367644437316,terlalu matang
1171,28.15656981405816,91.87238226046264,51,0.5288419170191678,terlalu matang
1172,29.300861259163483,91.99913874083651,50,0.3117436399009542,terlalu matang
1173,27.989950327505095,92.84280223303776,59,1.019089102818367,terlalu matang
1174,27.6657379989165,94.39749729161264,52,0.5941663657347381,terlalu matang
1175,29.851085253430153,91.81036175114338,51,0.5,terlalu matang
1176,29.097334896321065,92.81964352285392,56,0.7920046889631958,terlalu matang
1177,28.891294574857987,92.82,57,0.7928392766477314,terlalu matang
1178,28.252911054608045,94.4269498573318,53,0.6550823883379636,terlalu matang
1179,29.1481467197007,92.97843628216992,56,0.8627799204489477,terlalu matang
1180,29.04514470277918,92.6530707364578,54,0.6339281869210045,terlalu matang
1181,29.13521307996136,92.64595391627536,57,0.7817120912512076,terlalu matang
1182,28.37,92.07726717856006,50,0.4621583973200085,terlalu matang
1183,28.252984481992435,92.19901885560373,51,0.626557650622636,terlalu matang
1184,28.67508279005503,95.11424987462809,58,1.0332087303444004,terlalu matang
1185,28.165973425594647,91.89474760681968,51,0.5275711587034263,terlalu matang
1186,28.474617854200293,93.17678718504705,59,1.042409611214719,terlalu matang
1187,27.51136343290159,94.97435697387893,60,1.1312774189431856,terlalu matang
1188,29.954254441346716,92.39149111730656,54,0.6001625484729496,terlalu matang
1189,27.969775998707107,92.93988799935354,55,0.8671714782468164,terlalu matang
1190,27.26342392341013,93.58569051513147,57,0.7446339431743106,terlalu matang
1191,29.069816349142567,93.61539250100456,59,1.0398163491425685,terlalu matang
1192,27.782511454364208,96.48357253407704,55,0.8102900749302794,terlalu matang
1193,29.46770888228745,92.64121054445684,54,0.56996286537112,terlalu matang
1194,28.142670222482025,95.25662466664232,60,1.159277925936751,terlalu matang
1195,28.79166222167559,92.70089709397504,52,0.5271767518003653,terlalu matang
1196,28.45132596507507,92.5918158363984,54,0.7709797426466471,terlalu matang
1197,28.794665291224387,94.80346446595902,53,0.6875983494692657,terlalu matang
1198,28.827980835726606,94.58869505087388,52,0.5431868023303497,terlalu matang
1199,28.54871844728079,92.21988847431628,52,0.6368244959446763,terlalu matang
1200,26.89402996431552,93.9044909739718,50,0.6072454869858914,terlalu matang
1201,27.000138800140903,93.58298739795688,51,0.52,terlalu matang
1202,27.393469602496108,94.3686939204992,54,0.6499014671487536,terlalu matang
1203,27.92113514206425,96.87504572658604,59,1.1867484396824226,terlalu matang
1204,29.222867914696483,92.90458866351436,57,0.8405735829392964,terlalu matang
1205,28.423083122666306,92.48699278431612,59,1.0660903383501834,terlalu matang
1206,28.9339331835651,95.02,55,0.7956957116466423,terlalu matang
1207,27.31463210177064,95.05308258755912,53,0.5800963308612226,terlalu matang
1208,29.132316000989643,92.57677920118756,53,0.6155367998020715,terlalu matang
1209,26.957379934137084,93.63833717132944,50,0.5604769737407046,terlalu matang
1210,28.298775320058606,92.822408847789,55,0.8333198293020757,terlalu matang
1211,27.689551599873912,96.06391031997478,54,0.8406152320605222,terlalu matang
1212,28.951987383030847,92.54604968457576,53,0.6279006308484576,terlalu matang
1213,28.87313178647285,92.8220043433426,57,0.7905010858356561,terlalu matang
1214,29.303222970600856,94.78112950489984,54,0.756290165033381,terlalu matang
1215,28.94175173192046,92.72867961391944,57,0.9400263485609538,terlalu matang
1216,28.671955542963666,95.53754431537756,59,1.0921222568499234,terlalu matang
1217,28.36465943478106,92.12005423914204,53,0.5689009420315663,terlalu matang
1218,27.869180062804254,93.04744875392528,55,0.7196583595017736,terlalu matang
1219,27.24544781065613,94.46086473781874,60,1.1175231626201447,terlalu matang
1220,28.52115944966148,92.76761498599468,53,0.7096061707036881,terlalu matang
1221,27.673215482797435,93.01094639889634,54,0.6679247427783092,terlalu matang
1222,29.80595090761783,91.69473617990316,50,0.4739877269044585,terlalu matang
1223,28.82484872956676,92.70344990227436,52,0.5475992181949298,terlalu matang
1224,28.798157185118168,95.2497741532964,58,0.9518428148818298,terlalu matang
1225,29.128746758503908,92.02617873592096,49,0.4883461702187752,terlalu matang
1226,29.19118965807981,92.61074261090666,54,0.6055443345600271,terlalu matang
1227,27.760229084179308,96.56704847363218,56,0.7678414122720296,terlalu matang
1228,27.02847101581677,95.7887473986406,52,0.61,terlalu matang
1229,28.37,92.27588516551242,50,0.4869856456890533,terlalu matang
1230,28.89283563367398,93.17069101723348,59,1.089181885770928,terlalu matang
1231,29.937852531983513,92.1353249669136,58,0.9567274768395246,terlalu matang
1232,28.42664771675947,94.99841381904078,57,1.0343418505119415,terlalu matang
1233,27.223489041730797,95.9504483854052,52,0.6755067760542638,terlalu matang
1234,28.35735895161832,92.55530470113248,55,0.7740180834952853,terlalu matang
1235,28.510219029254213,95.3,59,0.904043012738276,terlalu matang
1236,26.976780678382426,94.09086518163566,49,0.5807645898449624,terlalu matang
1237,28.909062658139703,92.8401824014859,60,1.1827343354650737,terlalu matang
1238,29.299340040885692,92.43796811050755,51,0.4739043315226462,terlalu matang
1239,28.938957247024753,94.99450143384126,54,0.76,terlalu matang
1240,27.65663907102912,95.2686864143582,59,1.1280710149935935,terlalu matang
1241,29.451786242791098,93.42780695249893,59,1.0101627218839953,terlalu matang
1242,28.348046513550425,92.51293022967435,54,0.6135264262748261,terlalu matang
1243,27.22300755616836,94.52959646296024,55,0.8141614148159116,terlalu matang
1244,28.68729247274787,92.47555019717906,52,0.5785521224750262,terlalu matang
1245,29.70094009791025,91.57938347002153,50,0.4461171848186794,terlalu matang
1246,28.085828931474552,90.69231726029192,45,0.2865636773203593,terlalu matang
1247,28.443254247086244,95.0124280380862,55,0.76,terlalu matang
1248,28.86962891452812,92.39733187814625,53,0.6005104525293068,terlalu matang
1249,28.94555429418391,92.71572147269818,58,1.012983282148574,terlalu matang
1250,28.78,92.17017933826672,52,0.6738189017935307,terlalu matang
